# Field minima and maxima
# Time        	field         	min           	location(min) 	max           	location(max) 
826.444       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.706367e-02	(2.222500e-02 6.061875e-02 -5.000000e-08)
826.444       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
826.556       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.703734e-02	(2.222500e-02 6.061875e-02 -5.000000e-08)
826.556       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
826.667       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.702037e-02	(2.222500e-02 6.061875e-02 -5.000000e-08)
826.667       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
826.778       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.695106e-02	(2.222500e-02 6.061875e-02 -5.000000e-08)
826.778       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
826.889       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.686921e-02	(2.645833e-02 6.061875e-02 -5.000000e-08)
826.889       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
827           	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.687545e-02	(1.799167e-02 6.061875e-02 -5.000000e-08)
827           	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
827.111       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.695623e-02	(1.799167e-02 6.061875e-02 -5.000000e-08)
827.111       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
827.222       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.687572e-02	(2.010833e-02 6.061875e-02 -5.000000e-08)
827.222       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
827.333       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.691562e-02	(2.010833e-02 6.061875e-02 -5.000000e-08)
827.333       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
827.444       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.688536e-02	(2.222500e-02 6.061875e-02 -5.000000e-08)
827.444       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
827.556       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.690262e-02	(2.222500e-02 6.061875e-02 -5.000000e-08)
827.556       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
827.667       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.685781e-02	(2.222500e-02 6.061875e-02 -5.000000e-08)
827.667       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
827.778       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.680521e-02	(2.434167e-02 6.061875e-02 -5.000000e-08)
827.778       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
827.889       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.676205e-02	(2.645833e-02 6.061875e-02 -5.000000e-08)
827.889       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
828           	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.676053e-02	(1.058333e-03 4.273125e-02 -5.000000e-08)
828           	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
828.111       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.681968e-02	(1.058333e-03 4.471875e-02 -5.000000e-08)
828.111       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
828.222       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.689178e-02	(1.058333e-03 4.471875e-02 -5.000000e-08)
828.222       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
828.333       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.693322e-02	(1.058333e-03 4.471875e-02 -5.000000e-08)
828.333       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
828.444       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.707033e-02	(1.058333e-03 4.273125e-02 -5.000000e-08)
828.444       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
828.556       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.716499e-02	(1.058333e-03 4.273125e-02 -5.000000e-08)
828.556       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
828.667       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.720734e-02	(1.058333e-03 4.471875e-02 -5.000000e-08)
828.667       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
828.778       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.756171e-02	(1.058333e-03 4.471875e-02 -5.000000e-08)
828.778       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
828.889       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.780384e-02	(1.058333e-03 4.471875e-02 -5.000000e-08)
828.889       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
829           	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.749223e-02	(1.058333e-03 4.471875e-02 -5.000000e-08)
829           	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
829.111       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.746576e-02	(1.058333e-03 4.670625e-02 -5.000000e-08)
829.111       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
829.222       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.740183e-02	(1.058333e-03 4.670625e-02 -5.000000e-08)
829.222       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
829.333       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.711912e-02	(1.058333e-03 4.670625e-02 -5.000000e-08)
829.333       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
829.444       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.703635e-02	(1.058333e-03 4.074375e-02 -5.000000e-08)
829.444       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
829.556       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.758284e-02	(1.058333e-03 4.273125e-02 -5.000000e-08)
829.556       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
829.667       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.790872e-02	(1.058333e-03 4.273125e-02 -5.000000e-08)
829.667       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
829.778       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.790706e-02	(1.058333e-03 4.273125e-02 -5.000000e-08)
829.778       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
829.889       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.788958e-02	(1.058333e-03 4.471875e-02 -5.000000e-08)
829.889       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
830           	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.796338e-02	(1.058333e-03 4.471875e-02 -5.000000e-08)
830           	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
830.111       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.786755e-02	(1.058333e-03 4.471875e-02 -5.000000e-08)
830.111       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
830.222       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.766913e-02	(1.058333e-03 4.670625e-02 -5.000000e-08)
830.222       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
830.319       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.756573e-02	(1.058333e-03 4.670625e-02 -5.000000e-08)
830.319       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
830.417       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.755750e-02	(1.058333e-03 4.670625e-02 -5.000000e-08)
830.417       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
830.514       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.754636e-02	(1.058333e-03 4.670625e-02 -5.000000e-08)
830.514       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
830.611       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.751543e-02	(1.058333e-03 4.471875e-02 -5.000000e-08)
830.611       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
830.708       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.764689e-02	(1.058333e-03 4.471875e-02 -5.000000e-08)
830.708       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
830.806       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.785107e-02	(1.058333e-03 4.471875e-02 -5.000000e-08)
830.806       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
830.903       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.802302e-02	(1.058333e-03 4.471875e-02 -5.000000e-08)
830.903       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
831           	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.798747e-02	(1.058333e-03 4.471875e-02 -5.000000e-08)
831           	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
831.111       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.804135e-02	(1.058333e-03 4.670625e-02 -5.000000e-08)
831.111       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
831.222       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.820784e-02	(1.058333e-03 4.670625e-02 -5.000000e-08)
831.222       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
831.333       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.802065e-02	(1.058333e-03 4.670625e-02 -5.000000e-08)
831.333       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
831.444       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.742187e-02	(1.058333e-03 4.869375e-02 -5.000000e-08)
831.444       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
831.556       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.741873e-02	(1.058333e-03 4.869375e-02 -5.000000e-08)
831.556       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
831.667       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.751703e-02	(1.058333e-03 4.273125e-02 -5.000000e-08)
831.667       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
831.778       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.790611e-02	(1.058333e-03 4.273125e-02 -5.000000e-08)
831.778       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
831.889       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.814067e-02	(1.058333e-03 4.471875e-02 -5.000000e-08)
831.889       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
832           	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.868790e-02	(1.058333e-03 4.471875e-02 -5.000000e-08)
832           	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
832.111       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.839420e-02	(1.058333e-03 4.471875e-02 -5.000000e-08)
832.111       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
832.222       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.787543e-02	(1.058333e-03 4.670625e-02 -5.000000e-08)
832.222       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
832.333       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.754731e-02	(1.058333e-03 4.670625e-02 -5.000000e-08)
832.333       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
832.444       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.742259e-02	(2.010833e-02 6.061875e-02 -5.000000e-08)
832.444       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
832.556       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.747621e-02	(1.058333e-03 4.074375e-02 -5.000000e-08)
832.556       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
832.667       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.769746e-02	(1.058333e-03 4.273125e-02 -5.000000e-08)
832.667       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
832.778       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.790214e-02	(1.058333e-03 4.273125e-02 -5.000000e-08)
832.778       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
832.889       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.772438e-02	(1.058333e-03 4.273125e-02 -5.000000e-08)
832.889       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
833           	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.749080e-02	(1.058333e-03 4.471875e-02 -5.000000e-08)
833           	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
833.111       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.740597e-02	(1.058333e-03 4.471875e-02 -5.000000e-08)
833.111       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
833.222       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.740345e-02	(1.058333e-03 4.670625e-02 -5.000000e-08)
833.222       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
833.333       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.728076e-02	(2.857500e-02 6.061875e-02 -5.000000e-08)
833.333       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
833.444       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.727850e-02	(2.857500e-02 6.061875e-02 -5.000000e-08)
833.444       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
833.556       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.718499e-02	(1.058333e-03 4.273125e-02 -5.000000e-08)
833.556       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
833.667       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.733063e-02	(1.058333e-03 4.273125e-02 -5.000000e-08)
833.667       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
833.778       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.755824e-02	(1.058333e-03 4.471875e-02 -5.000000e-08)
833.778       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
833.889       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.762845e-02	(1.058333e-03 4.471875e-02 -5.000000e-08)
833.889       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
834           	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.761909e-02	(1.058333e-03 4.471875e-02 -5.000000e-08)
834           	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
834.111       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.737925e-02	(1.058333e-03 4.471875e-02 -5.000000e-08)
834.111       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
834.222       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.729921e-02	(1.058333e-03 4.670625e-02 -5.000000e-08)
834.222       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
834.333       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.737278e-02	(1.058333e-03 4.670625e-02 -5.000000e-08)
834.333       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
834.444       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.742591e-02	(1.058333e-03 4.670625e-02 -5.000000e-08)
834.444       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
834.556       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.717320e-02	(1.058333e-03 4.670625e-02 -5.000000e-08)
834.556       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
834.667       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.697083e-02	(1.058333e-03 4.869375e-02 -5.000000e-08)
834.667       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
834.778       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.687137e-02	(1.058333e-03 4.670625e-02 -5.000000e-08)
834.778       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
834.889       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.712421e-02	(1.058333e-03 4.471875e-02 -5.000000e-08)
834.889       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
835           	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.701225e-02	(1.058333e-03 4.471875e-02 -5.000000e-08)
835           	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
835.111       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.686753e-02	(1.058333e-03 4.670625e-02 -5.000000e-08)
835.111       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
835.222       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.677463e-02	(3.280833e-02 3.478125e-02 -5.000000e-08)
835.222       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
835.333       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.671303e-02	(3.280833e-02 3.478125e-02 -5.000000e-08)
835.333       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
835.444       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.673026e-02	(1.799167e-02 6.061875e-02 -5.000000e-08)
835.444       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
835.556       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.683111e-02	(1.799167e-02 6.061875e-02 -5.000000e-08)
835.556       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
835.667       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.684320e-02	(1.799167e-02 6.061875e-02 -5.000000e-08)
835.667       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
835.778       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.697404e-02	(1.058333e-03 4.471875e-02 -5.000000e-08)
835.778       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
835.889       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.718164e-02	(1.058333e-03 4.471875e-02 -5.000000e-08)
835.889       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
836           	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.701503e-02	(1.058333e-03 4.670625e-02 -5.000000e-08)
